Loss,Accuracy
1.546906567177215,0.24803143739700317
1.4161803055656992,0.25449761748313904
1.398325484615438,0.25594669580459595
1.3920853913653328,0.26212576031684875
1.3873389640118434,0.2675119638442993
1.3843794418538342,0.27358850836753845
1.3815613374103852,0.2789200246334076
1.3786712465136326,0.28504443168640137
1.374201614473751,0.29549556970596313
1.3685879792045912,0.30714285373687744
1.3606794235238617,0.3201845586299896
1.3500412339766548,0.3358578383922577
1.3364881733192293,0.35205742716789246
1.3200988616148088,0.37051263451576233
1.3008586842282048,0.38879016041755676
1.2781179732422427,0.41107314825057983
1.253007949325864,0.4313260316848755
1.2250489966313642,0.45162680745124817
1.1939792799542233,0.4749829173088074
1.1608645832155635,0.49664387106895447
1.124264553993105,0.5199248194694519
1.0860536635158327,0.544360876083374
1.0455272290450779,0.5682843327522278
1.0034817332416386,0.5925427079200745
0.9606347012731692,0.6162952780723572
0.9163666089055315,0.6375188231468201
0.8713473175962086,0.6620916128158569
0.8271580940146848,0.6825905442237854
0.7831654061231398,0.7037320733070374
0.7386668617873671,0.7253588438034058
0.6965751511400397,0.7458988428115845
0.6563684399243666,0.7626588940620422
0.6159831421829949,0.7801913619041443
0.5773888917027967,0.7969788312911987
0.5426431931849628,0.8099658489227295
0.508951159084161,0.8231852650642395
0.47671298915852606,0.8359398245811462
0.44877381908755065,0.8460423946380615
0.4204262893760522,0.8579220771789551
0.3965304363360571,0.8653178215026855
0.3726386542297436,0.8744087219238281
0.3508324075674082,0.8812713623046875
0.331253077029693,0.8879357576370239
0.3151363240784354,0.8932535648345947
0.2989851355609711,0.8985782861709595
0.2844248834621067,0.9043267369270325
0.2706745663189513,0.9080519676208496
0.2593884075168706,0.9109706282615662
0.2482693736747121,0.9149760603904724
0.2392422587807995,0.9172248840332031
0.22976673206725678,0.920601487159729
0.22207366774404855,0.9229528307914734
0.21430411424037127,0.9249555468559265
0.20681442248886445,0.9280109405517578
0.20230735467748126,0.9286261200904846
0.19657896153868182,0.9305809736251831
0.19012895518635042,0.9327409267425537
0.18649756279451263,0.9339097738265991
0.18184481798135818,0.9347983598709106
0.17936960868817522,0.9359740018844604
0.17472488589345472,0.9373205900192261
0.16932374233101136,0.9393028020858765
0.1685155589447719,0.9396240711212158
0.16593128575010815,0.9397402405738831
0.16391544994758728,0.9408544301986694
0.16099495314525075,0.9419275522232056
0.15787260513597373,0.9427204132080078
0.1568121084556625,0.9426042437553406
0.15470592802465574,0.9436295032501221
0.1557004211479397,0.9434996843338013
0.15019078253681173,0.9455092549324036
0.15031780302198636,0.9457758069038391
0.14833132146118605,0.9457963109016418
0.1473779344446677,0.9462679624557495
0.14517393454980623,0.9467669129371643
0.1443386541367066,0.9475324749946594
0.14276156453465405,0.9478673934936523
0.14205726839057078,0.9474709630012512
0.1414378406281595,0.9479972720146179
0.1414119177789861,0.9479767680168152
0.1376939050558896,0.9495556950569153
0.13736438463056894,0.9491456151008606
0.13806665211854857,0.9492071270942688
0.13729504210934276,0.9493301510810852
0.13633286578681317,0.9497129321098328
