Loss,Accuracy
2.084835082431671,0.16993707418441772
1.8166685232643451,0.17329968512058258
1.802829254316981,0.17540022730827332
1.7953180075722246,0.18115729093551636
1.7924101563402859,0.18080288171768188
1.7891274126629328,0.18562635779380798
1.7860182734150094,0.18910999596118927
1.7834246487526977,0.19409771263599396
1.7804784682408634,0.19965596497058868
1.7773457943232844,0.20475606620311737
1.7719056952325707,0.21430794894695282
1.7664970619822515,0.22170740365982056
1.7579275967318762,0.23180387914180756
1.746110669574254,0.24641263484954834
1.732601707231693,0.2583416998386383
1.7149352737327306,0.27524980902671814
1.693121897358563,0.2912848889827728
1.6682312438310023,0.3087981045246124
1.640280378779486,0.32955291867256165
1.6098459347876963,0.35068807005882263
1.5751682836639036,0.37286055088043213
1.5385642597188198,0.39322638511657715
1.4990151572131025,0.41762906312942505
1.4559538952934392,0.44055357575416565
1.4142216529750893,0.4619567096233368
1.3661468641288317,0.4861692190170288
1.3187906147059363,0.5098371505737305
1.2708795529868377,0.5323294401168823
1.2207757786536158,0.5560060143470764
1.1718954649675908,0.5768126845359802
1.1228384440265327,0.5993223190307617
1.0730458885253018,0.6207340955734253
1.0226880376061391,0.644012987613678
0.9723183109463426,0.6628574132919312
0.9265201521515001,0.684744656085968
0.8786422116583072,0.7029234766960144
0.8327863740581376,0.7217592597007751
0.7882619457086427,0.7393676042556763
0.7481098054380388,0.7556360363960266
0.706463050957286,0.7714549899101257
0.6641018538404799,0.7886742949485779
0.627652627108713,0.8010355830192566
0.5921292664689735,0.8145638108253479
0.558290914250815,0.8280833959579468
0.5239126683023435,0.8395024538040161
0.4916168340780623,0.8504892587661743
0.4631921919921569,0.8608969449996948
0.43699464168127655,0.8707081079483032
0.40961724878643513,0.8783323764801025
0.3839570611188745,0.888714075088501
0.36111884611176653,0.8942809700965881
0.3377955613900573,0.9045762419700623
0.3180497248762768,0.9105580449104309
0.2974770051995846,0.9167041182518005
0.2790267313659399,0.9227983355522156
0.26247689924890216,0.9276477098464966
0.24553440569809068,0.9333788752555847
0.23218234496306492,0.9364994168281555
0.21490820510541744,0.9434839487075806
0.206612031547852,0.9454981088638306
0.19132413813869248,0.9500276446342468
0.18074216248964703,0.9530704617500305
0.17261135865760655,0.9553698301315308
0.16245281377594145,0.957790195941925
0.15388440569136047,0.9595622420310974
0.14535879919112937,0.9626655578613281
0.13916020255226313,0.9640918374061584
0.13333224243729208,0.9655699729919434
0.12481126400994165,0.9681200385093689
0.1210009330421648,0.9687165021896362
0.1167431260166374,0.9698143005371094
0.10980781699907836,0.9712406396865845
0.11049806072899408,0.970661461353302
0.10117605424136288,0.9737474322319031
0.1011957690217123,0.973055899143219
0.09521079730853176,0.9747674465179443
0.09458814297050597,0.9749835729598999
0.09447382777802558,0.9746550917625427
0.08675347226435026,0.9764357805252075
0.08747439929416023,0.9760727286338806
0.08752352597395384,0.9763752818107605
0.08376969171909576,0.9768334627151489
0.07790245357918248,0.9790549874305725
0.08317710369040142,0.9762283563613892
0.07811323238204967,0.9783029556274414
