Loss,Accuracy
2.7975653120708484,0.11136232316493988
2.3008439968887924,0.11169905960559845
2.256263772409559,0.11756782978773117
2.2336301026446144,0.11742351204156876
2.2272143418086547,0.11932364851236343
2.2126393036037677,0.12439869344234467
2.2060399239444495,0.12677986919879913
2.2008384025530425,0.13149413466453552
2.1984088691078703,0.12920916080474854
2.193400116363167,0.1328410655260086
2.1900701214080365,0.1362324357032776
2.188716783279498,0.13830094039440155
2.1858274347625697,0.14137963950634003
2.183639340201593,0.14349624514579773
2.181067855490706,0.145949587225914
2.1789059897718785,0.14631037414073944
2.175803503807586,0.15056763589382172
2.171437064477841,0.15357418358325958
2.169421442751933,0.1547286957502365
2.1636830210249904,0.15963536500930786
2.1593893952431165,0.16302675008773804
2.1565528638963403,0.16389262676239014
2.1503116456916844,0.17021839320659637
2.1446844260693054,0.17618337273597717
2.1395845052621123,0.17755435407161713
2.1308087999370664,0.18234077095985413
2.125381842883523,0.1869828701019287
2.1148125172487147,0.1961708664894104
2.106704199752235,0.19982682168483734
2.0959081376358157,0.2055031806230545
2.0850769693126168,0.21447469294071198
2.0714688239153562,0.22007888555526733
2.0617434830305004,0.22758321464061737
2.044261279233676,0.23552049696445465
2.027983871473357,0.24526168406009674
2.009448877751701,0.2580815851688385
1.9931197965147405,0.2662353217601776
1.9753842101960497,0.27272945642471313
1.9539712124979218,0.2849240005016327
1.9363443562909688,0.2929815351963043
1.9153672262455652,0.3034442961215973
1.8948897652059926,0.31383490562438965
1.8712158254735718,0.32388877868652344
1.8467187956247924,0.33783912658691406
1.8224992809191056,0.3491918444633484
1.7961780302153427,0.3625890016555786
1.7727927742771445,0.3691312372684479
1.7452304855731673,0.3832258880138397
1.7219534395565455,0.39558881521224976
1.694220572773117,0.40609967708587646
1.6700874970971746,0.41976138949394226
1.6436533796711565,0.42971906065940857
1.6136395525698344,0.4418655037879944
1.5894234793585769,0.45107755064964294
1.5576221880280607,0.46471521258354187
1.5353345951025639,0.4716903865337372
1.5057463299569795,0.4869155287742615
1.4800337970727035,0.4952135980129242
1.449218750504638,0.5080575346946716
1.4255862505086825,0.5202280282974243
1.4011308268810754,0.5296325087547302
1.3704941052529866,0.5418991446495056
1.3475135741886186,0.5485857129096985
1.3178797792833266,0.5607321262359619
1.2958604937818203,0.5677794814109802
1.2721879999752752,0.5777852535247803
1.2472922956115446,0.5869251489639282
1.2232203971933626,0.596786618232727
1.201482591570307,0.6053732633590698
1.1751405303698905,0.6145853400230408
1.1539051349240586,0.6236290335655212
1.1312540012390448,0.6283432841300964
1.1077246394596905,0.6390465497970581
1.0890408791508472,0.6468394994735718
1.064942484340554,0.6558350920677185
1.044941371510711,0.6620886921882629
1.0270932379974547,0.6679815053939819
1.0051617344136372,0.6763758063316345
0.9869341359405488,0.6814508438110352
0.9716569921225797,0.6868385672569275
0.9536268729211185,0.692370593547821
0.9338514572935929,0.6974456310272217
0.91589826173408,0.7049739956855774
0.8982020638666636,0.7106263041496277
0.8858987195275714,0.7144025564193726
