Loss,Accuracy
1.8659161076010382,0.16917192935943604
1.7915403935817449,0.1731085628271103
1.7915743584687873,0.17110148072242737
1.7915724585085449,0.17238497734069824
1.7915204013780957,0.17181645333766937
1.7916112062399938,0.17238497734069824
1.7916084638810617,0.17285014688968658
1.7916177100145507,0.17287598550319672
1.7915616651146924,0.17371155321598053
1.791603514320889,0.17207486927509308
1.7916418736982131,0.17229022085666656
1.7915583195242442,0.17233330011367798
1.7915830102224521,0.1721610128879547
1.7915233756780578,0.1735651046037674
1.7915768557436724,0.17294488847255707
1.7915672197711925,0.17147189378738403
1.791673093613945,0.17193704843521118
1.791632330292662,0.17090335488319397
1.791601028598386,0.17214378714561462
1.7915716434094182,0.17224715650081635
1.7915734657551086,0.17168724536895752
1.7915404644497055,0.17174753546714783
1.7915919400845743,0.170911967754364
1.7915978650375421,0.17199735343456268
1.7915527581724968,0.17207486927509308
1.7915614454849078,0.17370294034481049
1.791569859803743,0.17298796772956848
1.7915278302530497,0.172772616147995
1.7916119873011813,0.17148050665855408
1.7916066409695612,0.1721954643726349
1.7915732083351712,0.17285875976085663
1.7915726762961095,0.1717216968536377
1.791535558979585,0.16992996633052826
1.791610790611978,0.1720404177904129
1.79156508601127,0.17167863249778748
1.7915902269412431,0.1709291934967041
1.791598117606506,0.17387521266937256
1.7915857243453082,0.1732722371816635
1.7915394883483644,0.17123930156230927
1.791580982640732,0.17099811136722565
1.7915353385745072,0.17135128378868103
1.7915823177911416,0.17226438224315643
1.7915562709859891,0.17428869009017944
1.7915515565604383,0.17427146434783936
1.7916192099625177,0.1723763644695282
1.7915525892684527,0.1726347953081131
1.7915609378999289,0.17404749989509583
1.7915589232209361,0.17246250808238983
1.7916020641364776,0.1717820018529892
1.7915199272488158,0.17203180491924286
1.7916093098419925,0.17221270501613617
1.7915950725895342,0.1721610128879547
1.7915536021484717,0.17234191298484802
1.7916047784790856,0.17281568050384521
1.7916008178890945,0.1710670292377472
1.7915300973562165,0.17075692117214203
1.7915713695039743,0.1706535518169403
1.7914868576210836,0.17227299511432648
1.7916068451612555,0.1724366694688797
1.7915817595533308,0.17341867089271545
1.7915901749442271,0.17206625640392303
1.7915921219539854,0.1726347953081131
1.7915077896608356,0.17366847395896912
1.7915954189268746,0.17122207581996918
1.79163584148574,0.16943895816802979
1.7915915180252189,0.17234191298484802
1.7916120669705171,0.17208348214626312
1.7915090605522739,0.1727123111486435
1.791529425153384,0.17235052585601807
1.7915966119665518,0.17288459837436676
1.791554901851038,0.17232468724250793
1.7915322046288369,0.17323777079582214
1.791615211620368,0.1723591387271881
1.7916491401743981,0.17298796772956848
1.7916084545395488,0.17123930156230927
1.7915907672569449,0.17129960656166077
1.791549390659221,0.17343589663505554
1.7915310473953834,0.17191120982170105
1.7915644347978326,0.17203180491924286
1.7915737932379343,0.17576169967651367
1.7915889381133192,0.17261755466461182
1.7916214355674733,0.171902596950531
1.7915490105067742,0.17135991156101227
1.7915837866462567,0.17043820023536682
1.7915101056331464,0.1730913370847702
